O95445_AAL,P00450_AAL,P00734_AAL,P00736_AAL,P00738_AAL,P00747_AAL,P00748_AAL,P00751_AAL,P01008_AAL,P01009_AAL,P01011_AAL,P01019_AAL,P01023_AAL,P01024_AAL,P01031_AAL,P01042_AAL,P02675_AAL,P02746_AAL,P02747_AAL,P02748_AAL,P02749_AAL,P02751_AAL,P02753_AAL,P02765_AAL,P02774_AAL,P02787_AAL,P02790_AAL,P03952_AAL,P04003_AAL,P04004_AAL,P04114_AAL,P04196_AAL,P04217_AAL,P05155_AAL,P05156_AAL,P05546_AAL,P06396_AAL,P06681_AAL,P07357_AAL,P08603_AAL,P08697_AAL,P09871_AAL,P0C0L5_AAL,P10643_AAL,P10909_AAL,P19823_AAL,P19827_AAL,P20851_AAL,P25311_AAL,P27169_AAL,P29622_AAL,P33151_AAL,P43652_AAL,P51884_AAL,Q14624_AAL,Q15166_AAL,Q96PD5_AAL,O95445_JAC,P00450_JAC,P00734_JAC,P00738_JAC,P00747_JAC,P00748_JAC,P00751_JAC,P01008_JAC,P01009_JAC,P01011_JAC,P01019_JAC,P01023_JAC,P01024_JAC,P01031_JAC,P01042_JAC,P02679_JAC,P02746_JAC,P02747_JAC,P02748_JAC,P02749_JAC,P02751_JAC,P02753_JAC,P02760_JAC,P02765_JAC,P02774_JAC,P02787_JAC,P02790_JAC,P03952_JAC,P04003_JAC,P04004_JAC,P04114_JAC,P04196_JAC,P04217_JAC,P05155_JAC,P05156_JAC,P05546_JAC,P06396_JAC,P06681_JAC,P07357_JAC,P08603_JAC,P08697_JAC,P09871_JAC,P0C0L5_JAC,P10643_JAC,P10909_JAC,P13671_JAC,P19823_JAC,P19827_JAC,P20851_JAC,P27169_JAC,P35858_JAC,P43652_JAC,Q14624_JAC,Q15166_JAC,O75636_NPL,O95445_NPL,P00450_NPL,P00734_NPL,P00738_NPL,P00747_NPL,P00748_NPL,P00751_NPL,P01009_NPL,P01011_NPL,P01019_NPL,P01023_NPL,P01024_NPL,P01031_NPL,P01042_NPL,P02679_NPL,P02746_NPL,P02747_NPL,P02748_NPL,P02749_NPL,P02751_NPL,P02765_NPL,P02774_NPL,P02787_NPL,P02790_NPL,P03952_NPL,P04003_NPL,P04004_NPL,P04114_NPL,P04196_NPL,P04217_NPL,P05155_NPL,P05156_NPL,P05546_NPL,P06396_NPL,P06681_NPL,P07357_NPL,P08603_NPL,P09871_NPL,P0C0L5_NPL,P10643_NPL,P10909_NPL,P19823_NPL,P19827_NPL,P20851_NPL,P27169_NPL,P33151_NPL,P43652_NPL,Q14624_NPL,Q96PD5_NPL,P00738_VTSIQDWVQK_Ratio_AAL,P01011_NLAVSQVVHK_Ratio_AAL,P01023_LPPNVVEESAR_Ratio_AAL,P02748_LSPIYNLVPVK_Ratio_AAL,P04114_SPAFTDLHLR_Ratio_AAL,P06396_AVEVLPK_Ratio_AAL,P0C0L5_GSFEFPVGDAVSK_Ratio_AAL,P10643_LTPLYELVK_Ratio_AAL,P00738_VTSIQDWVQK_Ratio_JAC,P01011_NLAVSQVVHK_Ratio_JAC,P01023_LPPNVVEESAR_Ratio_JAC,P02748_LSPIYNLVPVK_Ratio_JAC,P04114_SPAFTDLHLR_Ratio_JAC,P06396_AVEVLPK_Ratio_JAC,P0C0L5_GSFEFPVGDAVSK_Ratio_JAC,P10643_LTPLYELVK_Ratio_JAC,P00738_VTSIQDWVQK_Ratio_NPL,P01011_NLAVSQVVHK_Ratio_NPL,P01023_LPPNVVEESAR_Ratio_NPL,P02748_LSPIYNLVPVK_Ratio_NPL,P04114_SPAFTDLHLR_Ratio_NPL,P06396_AVEVLPK_Ratio_NPL,P0C0L5_GSFEFPVGDAVSK_Ratio_NPL,P10643_LTPLYELVK_Ratio_NPL,Protein (Î¼g/Î¼L)
235835.9696,446414.5379,50712.82578,126492.4757,3367664.868,1460257.385,185795.7003,484956.8011,269542.8157,8401893.112,4116197.06,192101.3273,3572889.044,4068243.126,805189.7375,2284516.51,1753438.424,810445.9115,306153.0799,1071650.315,1056132.621,32603.26171,56759.21596,1216010.448,867300.6212,8609714.357,5867300.229,133256.1888,580053.6227,434781.7477,95105.04858,697345.7137,870706.8186,3879744.645,411044.9395,599710.5429,732924.9675,68164.30474,112658.6745,260833.5775,106551.1753,420278.1218,645286.3243,414488.2047,621106.7886,689741.1482,766621.7396,132386.3115,27320.0696,254815.0057,714608.5222,8268423.059,69603.80148,431202.3095,904759.0321,199446.7225,864852.3649,301827.362,305958.8445,43561.21789,5438210.698,3656260.798,343242.8059,919134.9497,390171.2387,2045182.736,4473708.167,259918.2077,3403409.113,7867710.384,1461251.699,5704041.612,6864545.687,653459.9033,340430.5533,1997442.916,109273.1947,129261.0672,90870.2099,2415833.577,2898224.516,2255189.022,11616734.7,17349680.2,252456.3589,798995.244,653098.6543,581059.8858,1576404.835,548499.7736,14557316.42,963369.3841,803584.7821,1390140.478,81058.83342,188497.3891,411623.7082,117189.4955,522558.1925,1241481.762,579372.5706,78690.85487,219268.6075,1982959.432,2414384.921,139457.4368,326428.8641,33699.11092,65713.93721,5111819.205,362880.2354,1008686.398,168073.8825,106714.3751,71359.79718,2592029.557,1072676.076,78462.1803,476725.3108,1107394.342,751970.2333,90585.70312,2136399.634,5756702.226,639676.5897,1260545,5749229.698,492762.2334,373455.7031,624998.8209,900204.2788,27961.49394,570147.9204,693627.2815,5617929.721,4349227.947,137627.4134,567312.7011,246855.6304,589585.8366,828701.99,664591.7803,318685.1372,483776.0204,611077.7338,302302.3099,149663.603,91474.24905,227728.8624,407420.3546,630698.2873,295827.6971,63762.0881,541037.3068,601101.252,72644.1722,145744.1555,5896444.171,26700.54564,639750.9309,632554.754,0.456816691,1.934815849,1.503634665,1.515167511,1.28603569,1.453330603,0.4564469,0.999539181,0.80060484,1.650940106,1.178029208,4.049029907,2.616189572,2.555798159,1.090047557,1.582107775,0.468167207,0.632681363,0.760081521,1.626763636,4.462418542,1.133528344,0.649006442,1.089550957,76.59320535
